address,lat,long
241 WEST 107 STREET,40.8020467,-73.9668565
325 EAST 115 STREET,40.7959848,-73.9368719
2153 5 AVENUE,40.8104232,-73.9389498
5 ST NICHOLAS TERRACE,40.8126857,-73.9522998
4 ST NICHOLAS TERRACE,40.8124357,-73.9518628
2800 BROADWAY,40.8029498,-73.9670438
331 EAST 115 STREET,40.7958859,-73.9366337
25 EAST 131 STREET,40.8098821,-73.9381412
6 ST NICHOLAS TERRACE,40.812529,-73.9517941
10 ST NICHOLAS TERRACE,40.8127101,-73.9516603
244 WEST 109 STREET,40.802988,-73.9663539
351 ST NICHOLAS AVENUE,40.8125398,-73.9514148
337 EAST 115 STREET,40.7958172,-73.9364712
13 EAST 131 STREET,40.810014,-73.9384481
253 WEST 109 STREET,40.8034382,-73.9665018
343 ST NICHOLAS AVENUE,40.8123149,-73.95161
2241 1 AVENUE,40.7955837,-73.9360669
247 WEST 109 STREET,40.8033997,-73.9661803
2253 1 AVENUE,40.7958964,-73.9358319
311 WEST 127 STREET,40.812029,-73.9507722
223 WEST 109 STREET,40.8030481,-73.9653425
309 WEST 128 STREET,40.8125586,-73.9502949
215 WEST 109 STREET,40.802963,-73.9651403
2393 FREDRICK DOUGLASS BL,40.8123663,-73.9499302
401 WEST 130 STREET,40.8146284,-73.9509689
350 EAST 116 STREET,40.7960091,-73.9361568
340 EAST 116 STREET,40.7961191,-73.9364203
2101 MADISON AVENUE,40.8107675,-73.9360379
207 WEST 109 STREET,40.8028394,-73.9648478
5 AVENUE,40.8121926,-73.9371889
401 WEST 130 STREET,40.814928,-73.9520561
ST NICHOLAS AVENUE,40.815197,-73.9521318
205 WEST 109 STREET,40.8028064,-73.9647683
ST NICHOLAS AVENUE,40.8156609,-73.9522615
CONVENT AVENUE,40.81745,-73.9510355
316 EAST 116 STREET,40.7963747,-73.9370233
45 EAST 135 STREET,40.8125373,-73.9351764
542 CATHEDRAL PARKWAY,40.8035121,-73.9657902
2459 FREDRICK DOUGLASS BL,40.8145531,-73.9483715
308 EAST 116 STREET,40.796503800000004,-73.9373337
540 WEST 112 STREET,40.8049639,-73.9651898
2256 2 AVENUE,40.7967181,-73.9376189
440 ST NICHOLAS AVENUE,40.814921,-73.9486024
HARLEM RIVER DRIVE,40.8168509,-73.9330948
422 ST NICHOLAS AVENUE,40.8144217,-73.9489966
556 WEST 113 STREET,40.8055593,-73.964673
420 ST NICHOLAS AVENUE,40.8143558,-73.9490472
305 EAST 115 STREET,40.7963284,-73.9376915
549 WEST 113 STREET,40.805938,-73.9643802
2243 1 AVENUE,40.795633,-73.9360308
1900 LEXINGTON AVENUE,40.8003483,-73.9407325
2457 FREDERICK DOUGLASS BOULEVARD,40.81449,-73.9484185
2491 8 AVENUE,40.8157935,-73.9478683
149 EAST 118 STREET,40.7999527,-73.9401369
356 EAST 116 STREET,40.7959514,-73.9359799
541 WEST 113 STREET,40.8058034,-73.9640624
2 EDGECOMBE AVENUE,40.8172287,-73.9471555
2533 8 AVENUE,40.8169677,-73.9466066
514 WEST 114 STREET,40.8056713,-73.9629752
307 WEST 136 STREET,40.8175989,-73.946476
338 EAST 116 STREET,40.7961438,-73.9364745
165 EAST 118 STREET,40.7996807,-73.9396387
538 WEST 114 STREET,40.8060312,-73.9638347
166 EAST 119 STREET,40.8001364,-73.9398045
316 WEST 137 STREET,40.8179475,-73.946548
304 EAST 116 STREET,40.796578,-73.937507
546 WEST 114 STREET,40.8061383,-73.9640875
2262 2 AVENUE,40.7970171,-73.9373621
108 EAST 119 STREET,40.800818,-73.941422
322 WEST 137 STREET,40.8180107,-73.946696
46 EDGECOMBE AVENUE,40.8181782,-73.9467935
550 WEST 114 STREET,40.8061905,-73.9642103
2264 2 AVENUE,40.7970775,-73.9373151
1693 PARK AVENUE,40.800969,-73.9416169
42 EDGECOMBE AVENUE,40.8180904,-73.9468586
38 EDGECOMBE AVENUE,40.8180081,-73.94692
1100 AMSTERDAM AVENUE,40.8067198,-73.9629421
327 EAST 116 STREET,40.7967614,-73.9364703
1689 PARK AVENUE,40.8008016,-73.9416712
36 EDGECOMBE AVENUE,40.8179642,-73.9469526
316 WEST 98 STREET,40.7967538,-73.9733132
EDGECOMBE AVENUE,40.8182608,-73.9472667
2531 FREDRICK DOUGLASS BL,40.816921,-73.9466427
337 EAST 116 STREET,40.7966514,-73.9362067
106 EAST 119 STREET,40.8008976,-73.9414616
314 WEST 100 STREET,40.7980162,-73.9723989
308 WEST 137 STREET,40.8178596,-73.9463421
326 WEST 101 STREET,40.7986611,-73.9719725
343 EAST 116 STREET,40.7965717,-73.9360226
345 EAST 116 STREET,40.796547,-73.9359613
125 EAST 119 STREET,40.8010152,-73.9407066
1921 LEXINGTON AVENUE,40.8006193,-73.9393778
74 MORNINGSIDE DRIVE,40.8072317,-73.9589503
421 WEST 118 STREET,40.80808,-73.9594193
419 WEST 118 STREET,40.8080141,-73.9592604
853 WEST END AVENUE,40.7990533,-73.9707804
417 WEST 118 STREET,40.8079482,-73.9591015
326 EAST 117 STREET,40.7969808,-73.9362173
2194 3 AVENUE,40.800424,-73.9386339
90 MORNINGSIDE DRIVE,40.8084528,-73.9581331
295 RIVERSIDE DRIVE,40.7994351,-73.9717988
414 WEST 120 STREET,40.8087247,-73.9585303
322 EAST 117 STREET,40.797033,-73.9363364
1980 LEXINGTON AVENUE,40.801756,-73.9401353
307 WEST 102 STREET,40.7994952,-73.9708597
414 WEST 121 STREET,40.8095453,-73.9582119
1235 AMSTERDAM AVENUE,40.8096909,-73.9585622
2272 2 AVENUE,40.7973354,-73.937156
151 EAST 121 STREET,40.8018377,-73.9388241
431 WEST 121 STREET,40.80999,-73.9583417
865 WEST END AVENUE,40.7993991,-73.9706285
153 EAST 121 STREET,40.8018129,-73.9387663
306 WEST 104 STREET,40.8004118,-73.9702741
110 MORNINGSIDE DRIVE,40.8097481,-73.9575471
1962 1 AVENUE,40.7864301,-73.9415069
167 EAST 121 STREET,40.8016618,-73.9383908
130 MORNINGSIDE DRIVE,40.8101682,-73.9577925
312 WEST 104 STREET,40.8004613,-73.9704005
F D R DRIVE,40.7866782,-73.9381916
2226 3 AVENUE,40.801527,-73.9379178
314 WEST 104 STREET,40.8004887,-73.9704619
450 WEST 123 STREET,40.8117238,-73.9560647
330 RIVERSIDE DRIVE,40.8015948,-73.9702375
FDR DRIVE,40.7893863,-73.9364557
170 EAST 122 STREET,40.8019691,-73.9381774
413 WEST 123 STREET,40.8107904,-73.9557257
1343 AMSTERDAM AVENUE,40.8134392,-73.9559696
463 WEST 125 STREET,40.8131591,-73.9556591
1 AVENUE,40.7912052,-73.9349877
162 EAST 122 STREET,40.8020323,-73.9383254
921 WEST END AVENUE,40.8012596,-73.9691721
445 WEST 125 STREET,40.8127473,-73.9552909
322 WEST 106 STREET,40.8019817,-73.9698292
F D R DRIVE,40.7920984,-73.9370056
161 EAST 121 STREET,40.8017222,-73.9385749
421 WEST 125 STREET,40.8121377,-73.9547459
340 RIVERSIDE DRIVE,40.8023933,-73.9696448
410 WEST 126 STREET,40.8120826,-73.9542618
2158 1 AVENUE,40.793201,-73.9355925
1767 PARK AVENUE,40.8032216,-73.93991
324 WEST 108 STREET,40.8031287,-73.9686367
135 EAST 122 STREET,40.802749,-73.9389749
464 WEST 126 STREET,40.8135159,-73.9555289
461 WEST 125 STREET,40.8131015,-73.9556086
353 RIVERSIDE DRIVE,40.8032111,-73.9690665
F D R DRIVE,40.7922611,-73.9335674
129 EAST 123 STREET,40.803435,-73.9386492
439 WEST 126 STREET,40.8132164,-73.954709
427 WEST 126 STREET,40.81295,-73.9543588
305 WEST 106 STREET,40.8021077,-73.9689442
2224 1 AVENUE,40.7947355,-73.9359305
421 WEST 126 STREET,40.8128099,-73.9541529
411 WEST 126 STREET,40.812508,-73.9539906
2022 LEXINGTON AVENUE,40.8032977,-73.9385121
304 WEST 109 STREET,40.8036637,-73.9679682
6 CONVENT AVENUE,40.8130045,-73.9533291
407 EAST 114 STREET,40.794664,-73.9356777
157 EAST 123 STREET,40.803064,-73.9377718
12 CONVENT AVENUE,40.8131664,-73.9533254
312 WEST 109 STREET,40.80379,-73.9682679
14 CONVENT AVENUE,40.8132268,-73.953329
413 EAST 114 STREET,40.7945623,-73.9354359
375 RIVERSIDE DRIVE,40.8043883,-73.9679678
417 EAST 114 STREET,40.7945156,-73.9353276
159 EAST 123 STREET,40.8030283,-73.9376888
4 CONVENT AVENUE,40.8129496,-73.9533328
30 CONVENT AVENUE,40.8140255,-73.9533609
419 EAST 114 STREET,40.7944826,-73.9352481
156 EAST 124 STREET,40.8033384,-73.9376488
34 CONVENT AVENUE,40.8141436,-73.9533681
2841 BROADWAY,40.8046104,-73.9670502
415 WEST 128 STREET,40.8134295,-73.9523679
609 WEST 111 STREET,40.8053624,-73.9669234
421 EAST 114 STREET,40.7944496,-73.9351687
150 EAST 124 STREET,40.8034373,-73.9378835
412 WEST 129 STREET,40.8136847,-73.9522051
603 WEST 111 STREET,40.8052443,-73.9666418
AMSTERDAM AVENUE,40.8152199,-73.9543536
1437 AMSTERDAM AVENUE,40.8163312,-73.9537098
425 EAST 114 STREET,40.7943809,-73.9350099
134 EAST 124 STREET,40.8036599,-73.9382986
602 WEST 112 STREET,40.8055791,-73.966656
130 EAST 124 STREET,40.8037038,-73.9383997
80 CONVENT AVENUE,40.8162707,-73.9532004
106 CONVENT AVENUE,40.8170527,-73.952741
433 EAST 114 STREET,40.794249,-73.9346958
610 WEST 113 STREET,40.806257,-73.9663017
275 PLEASANT AVENUE,40.7941965,-73.9341361
106 EAST 124 STREET,40.8039622,-73.9391255
1475 AMSTERDAM AVENUE,40.8173273,-73.9530299
1471 AMSTERDAM AVENUE,40.8172066,-73.9531203
404 RIVERSIDE DRIVE,40.8065454,-73.966977
462 EAST 115 STREET,40.7943721,-73.9341142
102 EAST 124 STREET,40.8040612,-73.9393566
1461 AMSTERDAM AVENUE,40.8168883,-73.9532975
615 WEST 113 STREET,40.8067401,-73.9662726
446 EAST 115 STREET,40.7944656,-73.9344392
182 EAST 124 STREET,40.8030058,-73.936858
499 WEST 133 STREET,40.8177196,-73.9524804
618 WEST 114 STREET,40.8069376,-73.9659763
426 EAST 115 STREET,40.79468,-73.9349482
109 EAST 125 STREET,40.8050267,-73.9382396
1501 AMSTERDAM AVENUE,40.818315,-73.9519453
420 EAST 115 STREET,40.7947982,-73.9352262
415 RIVERSIDE DRIVE,40.8071985,-73.9667166
113 EAST 125 STREET,40.8049635,-73.9380843
1220 AMSTERDAM AVENUE,40.8098201,-73.9592954
612 WEST 114 STREET,40.8068744,-73.9658246
1240 AMSTERDAM AVENUE,40.8103223,-73.9588942
1254 AMSTERDAM AVENUE,40.8105665,-73.9587134
418 EAST 115 STREET,40.7948284,-73.935302
410 EAST 115 STREET,40.7949191,-73.9355186
108 EAST 128 STREET,40.806522,-73.9371437
EAST 128 STREET,40.8062887,-73.9372306
512 WEST 122 STREET,40.8107972,-73.959284
532 WEST 122 STREET,40.8113356,-73.9605481
425 RIVERSIDE DRIVE,40.8078379,-73.9662287
3074 BROADWAY,40.811473,-73.9608803
511 WEST 122 STREET,40.8111814,-73.9589514
520 WEST 123 STREET,40.8114284,-73.9587923
277 PLEASANT AVENUE,40.7942294,-73.9341144
460 EAST 115 STREET,40.7943694,-73.9342081
144 EAST 128 STREET,40.8056537,-73.9354612
635 WEST 115 STREET,40.8081781,-73.9658058
2244 1 AVENUE,40.7954324,-73.9354675
526 WEST 123 STREET,40.8115602,-73.9591065
520 WEST 125 STREET,40.813769,-73.9570532
141 WEST 116 STREET,40.8030266,-73.9513387
285 PLEASANT AVENUE,40.7946547,-73.9338033
568 WEST 125 STREET,40.8148727,-73.9580135
521 WEST 125 STREET,40.814293,-73.9566121
137 WEST 116 STREET,40.8029497,-73.9511617
501 WEST 125 STREET,40.8137961,-73.9562548
432 EAST 116 STREET,40.7952561,-73.934377
114 WEST 117 STREET,40.8028065,-73.9500349
422 EAST 116 STREET,40.7953853,-73.9346839
508 WEST 126 STREET,40.8143231,-73.9562328
11 OLD BROADWAY,40.8151715,-73.957139
130 WEST 117 STREET,40.803029,-73.9505621
2250 1 AVENUE,40.7956025,-73.9353012
3200 BROADWAY,40.8156988,-73.9578504
12 OLD BROADWAY,40.8155751,-73.9574675
133 WEST 117 STREET,40.8035203,-73.9505437
550 WEST 126 STREET,40.8156794,-73.9572471
2248 1 AVENUE,40.7955421,-73.9353446
123 WEST 117 STREET,40.8033802,-73.9502115
427 EAST 115 STREET,40.7950093,-73.9347673
521 WEST 126 STREET,40.8149708,-73.9560373
1400 AMSTERDAM AVENUE,40.8157089,-73.9555563
128 WEST 118 STREET,40.8036711,-73.950139
412 EAST 116 STREET,40.7955089,-73.9349763
WEST 126 STREET,40.8158384,-73.9569001
130 WEST 118 STREET,40.8036986,-73.9502004
2266 1 AVENUE,40.796228,-73.9348528
3260 BROADWAY,40.8175811,-73.9564004
158 WEST 118 STREET,40.804086,-73.9511212
3270 BROADWAY,40.8178143,-73.9560029
545 WEST 133 STREET,40.8185412,-73.954821
455 EAST 116 STREET,40.795368,-73.9332248
167 EAST 128 STREET,40.8065893,-73.9348174
537 WEST 133 STREET,40.8184258,-73.9545465
519 WEST 133 STREET,40.8180714,-73.9537158
1488 AMSTERDAM AVENUE,40.8180465,-73.9532678
508 WEST 134 STREET,40.8183843,-73.9536866
520 WEST 134 STREET,40.8187167,-73.9544704
446 EAST 117 STREET,40.795799,-73.9334122
408 EAST 117 STREET,40.7962415,-73.9344663
2272 1 AVENUE,40.7964008,-73.9347262
522 WEST 134 STREET,40.8187744,-73.9546077
149 WEST 117 STREET,40.8037511,-73.9510961
525 WEST 133 STREET,40.818206000000004,-73.95403
450 EAST 117 STREET,40.7957523,-73.9333039
417 EAST 117 STREET,40.7965349,-73.9339821
527 WEST 134 STREET,40.8192739,-73.9546109
137 WEST 117 STREET,40.8035753,-73.9506773
517 WEST 134 STREET,40.8189635,-73.9538669
117 WEST 117 STREET,40.803295,-73.9500129
446 EAST 118 STREET,40.7964437,-73.9329023
513 WEST 134 STREET,40.8188563,-73.9536177
509 WEST 134 STREET,40.8187519,-73.9533685
107 WEST 117 STREET,40.8031576,-73.9496843
505 WEST 134 STREET,40.8186475,-73.9531192
1504 AMSTERDAM AVENUE,40.8185761,-73.9528845
EAST 118 STREET,40.796878,-73.9340287
175 EAST 128 STREET,40.8075416,-73.9346394
213 EAST 118 STREET,40.799131,-73.9381837
2317 2 AVENUE,40.7989573,-73.9367102
1516 AMSTERDAM AVENUE,40.8188697,-73.9526711
516 WEST 135 STREET,40.8193176,-73.9539497
2294 1 AVENUE,40.7971032,-73.9342488
427 EAST 117 STREET,40.7964057,-73.9336788
527 WEST 135 STREET,40.8199461,-73.953989000000007
134 WEST 118 STREET,40.803748,-73.9503232
515 WEST 135 STREET,40.8196275,-73.9532306
EAST 118 STREET,40.796345,-73.9330829
212 EAST 119 STREET,40.7993422,-73.9379162
513 WEST 135 STREET,40.8195753,-73.9531041
155 WEST 118 STREET,40.8044481,-73.9507958
511 WEST 135 STREET,40.8195203,-73.9529777
452 EAST 118 STREET,40.796375,-73.9327398
2177 3 AVENUE,40.7995264,-73.9384614
516 WEST 136 STREET,40.8199074,-73.9531256
121 WEST 118 STREET,40.804014,-73.9497595
7 HAMILTON PLACE,40.8209424,-73.9537896
412 EAST 118 STREET,40.7968176,-73.9338879
2201 3RD AVENUE,40.800237,-73.9379262
108 WEST 119 STREET,40.8040906,-73.9491851
1540 AMSTERDAM AVENUE,40.8205108,-73.9520268
519 WEST 135 STREET,40.8197346,-73.9534834
503 EAST 116 STREET,40.7950876,-73.9325714
221 EAST 120 STREET,40.8003079,-73.9370773
114 WEST 119 STREET,40.8041648,-73.9493584
3009 BROADWAY,40.8092699,-73.9637029
35 CLAREMONT AVENUE,40.809808,-73.9642661
144 WEST 119 STREET,40.8045495,-73.9502756
49 CLAREMONT AVENUE,40.8103404,-73.9638757
545 EAST 116 STREET,40.7949059,-73.9315603
2353 2 AVENUE,40.8000849,-73.935882
1979 ADAM C POWELL BLVD,40.8048845,-73.9507955
228 EAST 121 STREET,40.8004971,-73.9367557
468 RIVERSIDE DRIVE,40.8104311,-73.9642297
456 RIVERSIDE DRIVE,40.8099426,-73.9645876
310 PLEASANT AVENUE,40.7953045,-73.9325711
F D R DRIVE,40.7942875,-73.9302824
452 RIVERSIDE DRIVE,40.8096435,-73.9648045
118 WEST 119 STREET,40.8042143,-73.949474
450 RIVERSIDE DRIVE,40.8094487,-73.9649491
2405 2 AVENUE,40.8017969,-73.9346631
1987 ADAM C POWELL BLVD,40.805222,-73.9505568
2411 2 AVENUE,40.801978,-73.9345293
481 RIVERSIDE DRIVE,40.8117537,-73.9630874
3081 BROADWAY,40.8123652,-73.9614434
41 WEST 118 STREET,40.8029864,-73.9473257
1989 ADAM C POWELL BLVD,40.8052824,-73.9505135
33 WEST 118 STREET,40.8028737,-73.9470585
242 EAST 124 STREET,40.8020934,-73.9346953
3115 BROADWAY,40.8131801,-73.9606264
131 WEST 119 STREET,40.8047468,-73.9495566
29 WEST 118 STREET,40.8028243,-73.946943
210 EAST 124 STREET,40.8025084,-73.9356774
3137 BROADWAY,40.8137838,-73.9601564
186 CLAREMONT AVENUE,40.8146428,-73.9599897
121 WEST 119 STREET,40.8046121,-73.9492389
27 WEST 118 STREET,40.8027886,-73.9468599
246 EAST 125 STREET,40.8027931,-73.9344021
RIVERSIDE DRIVE,40.8130681,-73.9620788
109 WEST 119 STREET,40.8044583,-73.9488742
20 WEST 119 STREET,40.802791,-73.9461159
183 CLAREMONT AVENUE,40.8146843,-73.9606978
191 CLAREMONT AVENUE,40.8150739,-73.9603941
232 EAST 125 STREET,40.8028756,-73.9345934
148 WEST 120 STREET,40.8051366,-73.9497189
228 EAST 125 STREET,40.8029415,-73.9347487
548 RIVERSIDE DRIVE,40.8152414,-73.9606613
530 RIVERSIDE DRIVE,40.8147091,-73.9610699
28 WEST 119 STREET,40.8028734,-73.9463036
160 WEST 120 STREET,40.8052685,-73.950033
30 WEST 119 STREET,40.8028954,-73.9463578
3191 BROADWAY,40.8158117,-73.9588402
1995 ADAM C POWELL BLVD,40.8054333,-73.9504194
558 RIVERSIDE DRIVE,40.8169072,-73.9599017
36 WEST 119 STREET,40.8029668,-73.9465275
220 EAST 125 STREET,40.803057,-73.9350267
552 RIVERSIDE DRIVE,40.8163309,-73.9600754
185 LENOX AVENUE,40.8043044,-73.9484842
42 WEST 119 STREET,40.8030383,-73.9466936
212 EAST 125TH STREET,40.8032081,-73.9353841
656 WEST 125 STREET,40.8174947,-73.9602626
150 WEST 120 STREET,40.8051586,-73.9497694
651 WEST 125 STREET,40.8176372,-73.9596483
48 WEST 119 STREET,40.803063,-73.946755
2293 3 AVENUE,40.8033455,-73.9356043
2285 12 AVENUE,40.8178592,-73.9586149
105 WEST 119 STREET,40.8044143,-73.9487658
2301 JOE DIMAGGIO HIGHWAY,40.818735,-73.9593948
52 WEST 119 STREET,40.8031399,-73.9469355
243 EAST 125 STREET,40.8035314,-73.9342785
103 WEST 119 STREET,40.8043923,-73.9487117
2302 2 AVENUE,40.7982929,-73.9364688
2307 JOE DIMAGGIO HIGHWAY,40.818853,-73.959308
635 WEST 131 STREET,40.81843,-73.9584123
66 WEST 119 STREET,40.8033405,-73.9474085
2003 ADAM C POWELL BLVD,40.8057873,-73.9501916
70 WEST 119 STREET,40.8033845,-73.9475132
2308 2 AVENUE,40.7984768,-73.9363314
633 WEST 131 STREET,40.8183641,-73.9582569
609 WEST 131 STREET,40.8182019,-73.9574983
2011 ADAM C POWELL BLVD,40.8059272,-73.9500903
2321 JOE DIMAGGIO HIGHWAY,40.8191819,-73.957906
84 WEST 119 STREET,40.8035411,-73.9478852
305 EAST 118 STREET,40.7982653,-73.9361294
3281 BROADWAY,40.8184404,-73.9567937
111 WEST 120 STREET,40.8051388,-73.9485449
170 LENOX AVENUE,40.8036098,-73.9480477
313 EAST 118 STREET,40.7981306,-73.9358153
3291 BROADWAY,40.8188136,-73.9565875
159 WEST 121 STREET,40.8063661,-73.9495085
34 WEST 119 STREET,40.8029421,-73.9464661
2317 1 AVENUE,40.7977841,-73.9345154
622 WEST 135 STREET,40.8205868,-73.9569621
76 WEST 119 STREET,40.8034504,-73.9476721
227 LENOX AVENUE,40.805583,-73.9475512
2316 2 AVENUE,40.7986908,-73.9362337
575 RIVERSIDE DRIVE,40.8207957,-73.9577532
229 LENOX AVENUE,40.8056599,-73.9475404
180 LENOX AVENUE,40.8039637,-73.9477801
302 EAST 119 STREET,40.7986221,-73.9360712
2331 12 AVENUE,40.8199698,-73.9584294
583 RIVERSIDE DRIVE,40.8211824,-73.9569292
186 LENOX AVENUE,40.8040735,-73.9477005
235 LENOX AVENUE,40.805797,-73.9473958
2328 2 AVENUE,40.799105,-73.9358829
609 WEST 135 STREET,40.8206192,-73.9556072
607 WEST 136 STREET,40.8212256,-73.9550901
2039 ADAM C POWELL BLVD,40.8067723,-73.9494287
602 WEST 137 STREET,40.8213874,-73.9546998
85 WEST 119 STREET,40.8038538,-73.9474262
83 WEST 119 STREET,40.8038291,-73.9473684
305 EAST 119 STREET,40.7989458,-73.9358
627 WEST 136 STREET,40.8215883,-73.9559462
255 LENOX AVENUE,40.8064171,-73.9469365
311 EAST 119 STREET,40.7988716,-73.9356195
623 WEST 136 STREET,40.8215141,-73.9557728
75 WEST 119 STREET,40.8037329,-73.9471409
259 LENOX AVENUE,40.8065186,-73.9468606
345 EAST 119 STREET,40.7984099,-73.9345292
589 RIVERSIDE DRIVE,40.8213991,-73.9566581
MARGINAL STREET,40.8185384,-73.962296
57 WEST 119 STREET,40.8035268,-73.9466535
165 WEST 122 STREET,40.8070165,-73.9491034
326 EAST 120 STREET,40.7988849,-73.9348899
69 ST CLAIR PLACE,40.8179917,-73.9609596
2290 JOE DIMAGGIO HIGHWAY,40.8187436,-73.9604497
53 WEST 119 STREET,40.8034801,-73.9465451
253 LENOX AVENUE,40.8063705,-73.9469691
317 EAST 119 STREET,40.7987919,-73.9354318
WEST 131 STREET,40.8189439,-73.9602509
158 WEST 123 STREET,40.8071727,-73.9486987
2308 JOE DIMAGGIO HIGHWAY,40.8193143,-73.9597268
WEST 133 STREET,40.8205492,-73.9591841
51 WEST 119 STREET,40.8034609,-73.9464946
47 WEST 119 STREET,40.8034141,-73.9463899
355 EAST 119 STREET,40.7982094,-73.934338
141 WEST 123 STREET,40.8073563,-73.9479617
2334 2 AVENUE,40.7992532,-73.9357672
703 WEST 133 STREET,40.8202719,-73.9589892
2368 BROADWAY,40.8210402,-73.9584684
125 WEST 123 STREET,40.8071667,-73.9475103
19 WEST 119 STREET,40.803057,-73.9456352
1488 5 AVENUE,40.8030376,-73.9452163
2 AVENUE,40.8020374,-73.9327124
125 WEST 137 STREET,40.8161746,-73.9411592
115 WEST 137 STREET,40.8160152,-73.94078
117 WEST 123 STREET,40.8071063,-73.9473694
111 WEST 137 STREET,40.8159492,-73.9406247
316 EAST 126 STREET,40.8027863,-73.9321554
102 WEST 138 STREET,40.8160505,-73.940108
142 WEST 125 STREET,40.8081933,-73.947607
112 WEST 138 STREET,40.8162621,-73.9406063
12 WEST 120 STREET,40.8032792,-73.945328
314 EAST 126 STREET,40.8028193,-73.9322312
18 WEST 120 STREET,40.8033314,-73.9455122
132 WEST 125 STREET,40.8081108,-73.9474084
304 EAST 126 STREET,40.802987,-73.9326284
132 WEST 138 STREET,40.8166331,-73.9414875
2363 7 AVENUE,40.8173112,-73.941729
125 WEST 124 STREET,40.8077483,-73.9469535
38 WEST 120 STREET,40.8036144,-73.9461007
143 WEST 138 STREET,40.8171299,-73.9414907
2089 ADAM C POWELL BLVD,40.8086162,-73.9482244
135 WEST 138 STREET,40.8169897,-73.9411548
78 WEST 120 STREET,40.8041172,-73.9472887
123 WEST 138 STREET,40.8168166,-73.9407504
165 WEST 126 STREET,40.8095461,-73.9470135
113 WEST 138 STREET,40.8166435,-73.9403387
80 WEST 120 STREET,40.8041447,-73.9473501
EAST 127 STREET,40.8037878,-73.9315367
109 WEST 138 STREET,40.8165665,-73.9401581
135 WEST 126 STREET,40.8092137,-73.9462263
196 LENOX AVENUE,40.8043149,-73.947527
2306 1 AVENUE,40.7974022,-73.9339884
107 WEST 138 STREET,40.8165336,-73.940075
105 WEST 138 STREET,40.8164978,-73.9399884
133 WEST 126 STREET,40.8091862,-73.9461613
65 WEST 119 STREET,40.8036147,-73.9468629
2308 1 AVENUE,40.7974654,-73.933945
561 LENOX AVENUE,40.8166321,-73.9395583
110 WEST 139 STREET,40.8168465,-73.9400675
117 WEST 126 STREET,40.8090103,-73.9457424
61 WEST 119 STREET,40.8035708,-73.9467582
433 EAST 118 STREET,40.7969516,-73.9330245
118 WEST 139 STREET,40.8169894,-73.940407
120 WEST 139 STREET,40.8170251,-73.9404901
WEST 127 STREET,40.8094551,-73.9460454
122 WEST 139 STREET,40.8170608,-73.9405695
124 WEST 139 STREET,40.8170938,-73.9406526
126 WEST 139 STREET,40.8171295,-73.9407356
134 WEST 139 STREET,40.8172669,-73.9410607
138 WEST 139 STREET,40.8173356,-73.9412268
555 LENOX AVENUE,40.8163577,-73.939659700000007
20 WEST 120 STREET,40.8033644,-73.9455664
48 WEST 120 STREET,40.8037545,-73.9464366
58 WEST 120 STREET,40.8038837,-73.9467399
76 WEST 120 STREET,40.8040897,-73.9472237
443 EAST 118 STREET,40.7968224,-73.9327177
341 PLEASANT AVENUE,40.7965752,-73.9324326
357 PLEASANT AVENUE,40.7969291,-73.9321505
420 EAST 119 STREET,40.7973222,-73.9332589
2379 ADAM C POWELL BLVD,40.8178681,-73.9413203
134 WEST 127 STREET,40.8095183,-73.9461971
190 LENOX AVENUE,40.8041585,-73.9476391
412 EAST 119 STREET,40.7974981,-73.9335477
141 WEST 139 STREET,40.8176813,-73.9408833
120 WEST 140 STREET,40.8174722,-73.9399947
LENOX AVENUE,40.817093,-73.9390918
118 WEST 127 STREET,40.8092463,-73.9455471
138 WEST 140 STREET,40.817876,-73.9405796
204 LENOX AVENUE,40.8046305,-73.9473136
2316 1 AVENUE,40.7977343,-73.9338075
140 WEST 127 STREET,40.8095788,-73.9463416
425 EAST 118 STREET,40.7970642,-73.9332845
2389 7 AVENUE,40.8181123,-73.941143
2403 ADAM C POWELL BLVD,40.8184855,-73.9408717
208 LENOX AVENUE,40.8047238,-73.9472449
11 WEST 120 STREET,40.8043722,-73.9467214
359 PLEASANT AVENUE,40.7969702,-73.9321216
171 WEST 140 STREET,40.8183975,-73.9406442
157 WEST 126 STREET,40.8094472,-73.9467788
133 WEST 140 STREET,40.8177929,-73.9392068
8 WEST 121 STREET,40.8045862,-73.946472
141 WEST 127 STREET,40.8100563,-73.9462978
454 EAST 119 STREET,40.7969786,-73.9323166
148 WEST 141 STREET,40.8182075,-73.9394196
10 WEST 121 STREET,40.8046109,-73.9465334
137 WEST 141 STREET,40.8189709,-73.9400475
105 WEST 127 STREET,40.809592,-73.9451928
102 WEST 142 STREET,40.818594,-73.938404
447 EAST 119 STREET,40.7974259,-73.932197
103 WEST 127 STREET,40.809526,-73.9450339
426 EAST 120 STREET,40.7978982,-73.932536
2425 ADAM C POWELL BLVD,40.81924,-73.9403183
2441 ADAM C POWELL BLVD,40.8197393,-73.9399385
12 WEST 121 STREET,40.8046384,-73.9465948
128 WEST 128 STREET,40.8099516,-73.9452648
24 WEST 121 STREET,40.8047978,-73.9469775
412 EAST 120 STREET,40.7980879,-73.9329909
157 WEST 142 STREET,40.8196459,-73.9397218
155 WEST 142 STREET,40.8196102,-73.9396351
2157 ADAM C POWELL BLVD,40.8105725,-73.9466984
214 LENOX AVENUE,40.8048665,-73.94714
